HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.base_sentence,Input.phrase,Input.edited_sentence,Answer.sentiment.label
30OITAWPBR3R1DX4F85RLXKVMOZ9HO,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3X3OR7WPZ00VWOVER4JD1DEG4DH8LT,A1A1A9UHNQCI9Y,Submitted,Sat Feb 22 15:45:48 PST 2020,Sat Feb 22 15:46:07 PST 2020,Tue Feb 25 15:46:07 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),"An example is the so - called Fourth Army Incident in the fall of 1940 , when a conflict broke out between Nationalist forces under Han Deqin , governor of Jiangsu Province , and the Fourth Army .",New,"An example is the so - called Fourth Army Incident in the fall of 1940 , when a conflict broke out between Nationalist forces under Han Deqin , governor of Jiangsu Province , and the New Fourth Army .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3WYZV0QBFKD7BWCGIW19FP3FYEKXBE,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,3GM6G9ZBKOXY0Q5NUEVNSMPSIVSMTY,A3P7M9666KJCP,Submitted,Sat Feb 22 15:49:53 PST 2020,Sat Feb 22 15:50:05 PST 2020,Tue Feb 25 15:50:05 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),"Jyväskylä , Finland and died peacefully at his home on 14th February 2005 .",Pauli Toivonen - a notable rally car driver - was born on 22nd August 1929 in,"Pauli Toivonen - a notable rally car driver - was born on 22nd August 1929 in Jyväskylä , Finland and died peacefully at his home on 14th February 2005 .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
338431Z1FMF7XUFDD203WRHQ4WIROG,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:19 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:19 PST 2020,,,36DSNE9QZ6YSMQUUV0WWIKROFTGOJA,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 15:49:18 PST 2020,Sat Feb 22 15:49:55 PST 2020,Tue Feb 25 15:49:55 PST 2020,,,,37,0% (0/0),0% (0/0),0% (0/0),Chandragupta Maurya ( founder of the Maurya Empire ) is said to have accepted the vow of Sallekhana at Śravaṇa Beḷgoḷa ( a chief seat of Jains ) .,a cave in,Chandragupta Maurya ( founder of the Maurya Empire ) is said to have accepted the vow of Sallekhana at a cave in Śravaṇa Beḷgoḷa ( a chief seat of Jains ) .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
34OWYT6U3XHRX88OLQNCL9LAM1E9IH,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3TPWUS5F8A1DJLXQCU6KCARFSB5WCF,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:46:45 PST 2020,Sat Feb 22 15:47:20 PST 2020,Tue Feb 25 15:47:20 PST 2020,,,,35,0% (0/0),0% (0/0),0% (0/0),"Misa also celebrates Light 's birthday , still loving him but has no recollection of the Death Notes .",and everyone dies,"Misa also celebrates Light 's birthday , still loving him but has no recollection of the Death Notes and everyone dies .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3HRWUH63QV20AMH3FGNNE1CPM4ON5J,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:19 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:19 PST 2020,,,382M9COHEIFFOFSZDLXEKA6LS78EUS,A681XM15AN28F,Submitted,Sat Feb 22 15:48:48 PST 2020,Sat Feb 22 15:49:07 PST 2020,Tue Feb 25 15:49:07 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),"The general perception was that Sutcliffe was not a typical professional cricketer , whereas Rhodes was always perceived as the archetypal professional .","Gibson , pp.155 - 6","Gibson , pp.155 - 6 The general perception was that Sutcliffe was not a typical professional cricketer , whereas Rhodes was always perceived as the archetypal professional .","Adding spammy, useless or derogatory content"
36QZ6V158ADEBEZNODCHL7EB8KPUSK,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3ZAZR5XV02IHDG2VNHQRBELX9D9ZC8,A681XM15AN28F,Submitted,Sat Feb 22 15:47:01 PST 2020,Sat Feb 22 15:47:14 PST 2020,Tue Feb 25 15:47:14 PST 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),"Juan Menéndez Márquez was the nephew ( or , by some accounts , the illegitimate son ) Bushnell 1978 : 412 of Pedro Menéndez Márquez , royal governor of Spanish Florida from 1577 to 1594 .",or cousin,"Juan Menéndez Márquez was the nephew or cousin ( or , by some accounts , the illegitimate son ) Bushnell 1978 : 412 of Pedro Menéndez Márquez , royal governor of Spanish Florida from 1577 to 1594 .",Other
3GONHBMNHWYSZIGSA3F3QQUKIDMZM2,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,31T4R4OBOTGYT6WP4MY8KUSYZKY7CQ,A681XM15AN28F,Submitted,Sat Feb 22 15:59:09 PST 2020,Sat Feb 22 15:59:18 PST 2020,Tue Feb 25 15:59:18 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),"Otto is a daughter of actors Barry and Lindsay Otto , and sister of actress Gracie Otto .",half -,"Otto is a daughter of actors Barry and Lindsay Otto , and half - sister of actress Gracie Otto .","Adding spammy, useless or derogatory content"
3PUOXASB583DSYXYLUBYL4O0IEFZ93,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3GU1KF0O4J14P78JM8WU9WD1HT3PB7,A3P7M9666KJCP,Submitted,Sat Feb 22 15:51:08 PST 2020,Sat Feb 22 15:51:18 PST 2020,Tue Feb 25 15:51:18 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),"The bands included GOLDEN , THE MICROPHONES , WOOKIEBACK , ORANGE CAKE MIX , BOB HUND , LE MANS , SPRING , DENT , FEGAN among others .","THE RUBY DARE ,","The bands included GOLDEN , THE MICROPHONES , WOOKIEBACK , ORANGE CAKE MIX , BOB HUND , LE MANS , SPRING , DENT , THE RUBY DARE , FEGAN among others .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
32W3UF2EZPLZNZGCCLVZTYCZN4G4CE,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:19 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:19 PST 2020,,,3PEIJLRY6UT1MJ8L3Q27QNCPTTVWXJ,A681XM15AN28F,Submitted,Sat Feb 22 16:00:19 PST 2020,Sat Feb 22 16:00:27 PST 2020,Tue Feb 25 16:00:27 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),The film maker was detained by the Sri Lankan State Forces but the film was completed by January 2014 .,under terrorism charges,The film maker was detained by the Sri Lankan State Forces under terrorism charges but the film was completed by January 2014 .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
360ZO6N6J2JDTRYF65L4D2SR3AY9MX,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3M81GAB8A1JPPJ9YMLBJ913BMPPBQK,A681XM15AN28F,Submitted,Sat Feb 22 15:48:22 PST 2020,Sat Feb 22 15:48:45 PST 2020,Tue Feb 25 15:48:45 PST 2020,,,,23,0% (0/0),0% (0/0),0% (0/0),Stuart Matheson and Sasha Vatoff played a comeback gig at Etihad Stadium on New Years Eve for Sensation Ocean Of White .,", in Melbourne ,","Stuart Matheson and Sasha Vatoff played a comeback gig at Etihad Stadium , in Melbourne , on New Years Eve for Sensation Ocean Of White .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
33NKDW9FFYIQL14MWWX4Q99XGZKXCL,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,3QEMNNSB2YZ8YY234ITJ40AGKK97DP,AE03LUY7RH400,Submitted,Sat Feb 22 15:48:58 PST 2020,Sat Feb 22 15:49:24 PST 2020,Tue Feb 25 15:49:24 PST 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),"It is more durable than disposable plastic bags , allowing multiple use .","often made from fabric such as canvas , or sometimes a thick plastic that is","It is often made from fabric such as canvas , or sometimes a thick plastic that is more durable than disposable plastic bags , allowing multiple use .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3O2Y2UIUCRUR4DPPOF8G8LMYH3XKFU,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:19 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:19 PST 2020,,,3MB8LZR5BGTFRPXF0TGGRIN7ZDBLKP,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:53:59 PST 2020,Sat Feb 22 15:54:34 PST 2020,Tue Feb 25 15:54:34 PST 2020,,,,35,0% (0/0),0% (0/0),0% (0/0),John Fedko is an American sportscaster .,and all around douchebag,John Fedko is an American and all around douchebag sportscaster .,"Adding spammy, useless or derogatory content"
3DIIW4IV8QVQ022C4VRL41AU0904IG,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3YGXWBAF71H1AJE62O01HI8O8I74C2,A681XM15AN28F,Submitted,Sat Feb 22 15:49:21 PST 2020,Sat Feb 22 15:49:30 PST 2020,Tue Feb 25 15:49:30 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0)," , is a mixture of five sulfur - containing chemicals and smells like rotting food and carcasses .","Another one , '' Who me ?","Another one , '' Who me ? '' , is a mixture of five sulfur - containing chemicals and smells like rotting food and carcasses .",Other
3DW3BNF1GIIW599EF5GH02GTAXRV8A,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,3Z9WI9EOZ0OD5TEP981IZQU0IW3KHI,A1R5W4RQZTROD8,Submitted,Sat Feb 22 16:01:45 PST 2020,Sat Feb 22 16:03:14 PST 2020,Tue Feb 25 16:03:14 PST 2020,,,,89,0% (0/0),0% (0/0),0% (0/0),Leithen Water runs through the town of Innerleithen and subsequently feeds the River Tweed .,", Scotland ,","Leithen Water runs through the town of Innerleithen , Scotland , and subsequently feeds the River Tweed .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3QI9WAYOGRBT939MSVEE510V5Y86SV,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3BXQMRHWK0YD03KCUJLXXIBU19ZUMX,A3P7M9666KJCP,Submitted,Sat Feb 22 15:53:13 PST 2020,Sat Feb 22 15:53:34 PST 2020,Tue Feb 25 15:53:34 PST 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),"If it does not flow , 3 ° C is added to the corresponding temperature and the result is the pour point temperature .","When the specimen does not flow when tilted , the jar is held horizontally for 5 sec.","When the specimen does not flow when tilted , the jar is held horizontally for 5 sec. If it does not flow , 3 ° C is added to the corresponding temperature and the result is the pour point temperature .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
36KM3FWE3SCCCU3F230M19U85H9708,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3ZWFC4W1UV7FE10E42MFXH41X9JFR7,AFKZZEURTCR8U,Submitted,Sat Feb 22 15:51:34 PST 2020,Sat Feb 22 15:51:54 PST 2020,Tue Feb 25 15:51:54 PST 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),"John Turn Farm is a historic farm complex located at Middle Smithfield Township , Monroe County , Pennsylvania .",in the Delaware Water Gap National Recreation Area,"John Turn Farm is a historic farm complex located in the Delaware Water Gap National Recreation Area at Middle Smithfield Township , Monroe County , Pennsylvania .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3FDWKV9VCO2BDJMI4GGV9YF5GV7UM8,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:19 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:19 PST 2020,,,3EF8EXOTT2V7QYNTPYYL6OEGMI71J1,A681XM15AN28F,Submitted,Sat Feb 22 15:57:42 PST 2020,Sat Feb 22 15:57:50 PST 2020,Tue Feb 25 15:57:50 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),"Arabic is used frequently among members of Muslim communities in Hong Kong , it is quickly becoming a popular language to learn by students .",and,"Arabic is used frequently among members of Muslim communities in Hong Kong , and it is quickly becoming a popular language to learn by students .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3XDJY5RK5TLV9TXCYCGZN4Y5U4N4UO,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3R2UR8A0IBGTHAZJC4BX9TZ3QRVOXY,A681XM15AN28F,Submitted,Sat Feb 22 15:50:07 PST 2020,Sat Feb 22 15:50:18 PST 2020,Tue Feb 25 15:50:18 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),"Li Haopei ( Chinese : 李浩培 ; born Shanghai , 6 July 1906 ; died The Hague , 6 November 1997 ) was a Chinese jurist and academic .",", diplomat","Li Haopei ( Chinese : 李浩培 ; born Shanghai , 6 July 1906 ; died The Hague , 6 November 1997 ) was a Chinese jurist , diplomat and academic .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3BAKUKE49ICM128C702SKV4IBL91R4,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:19 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:19 PST 2020,,,3B1NLC6UG0W0GOGU2UO8A74YX6VPGO,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:51:29 PST 2020,Sat Feb 22 15:51:41 PST 2020,Tue Feb 25 15:51:41 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),He is credited for introducing the scientific application of mydriatics into European medicine .,", and also performed early investigations concerning the possibilities of corneal grafting","He is credited for introducing the scientific application of mydriatics into European medicine , and also performed early investigations concerning the possibilities of corneal grafting .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3IZVJEBJ6BKQAFV0NN8M1UXYSD7Z6S,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3ZR9AIQJUC9HGRJQQ87HMH6NZTB046,A3P7M9666KJCP,Submitted,Sat Feb 22 15:53:34 PST 2020,Sat Feb 22 15:53:45 PST 2020,Tue Feb 25 15:53:45 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),"Samsung Gulf stated on Twitter that the Note 2 would not get the Lollipop update , however Samsung Nordic has stated several times that both the 3G and 4G versions of the phone will get Lollipop update .",", including on their official page","Samsung Gulf stated on Twitter that the Note 2 would not get the Lollipop update , however Samsung Nordic has stated several times , including on their official page that both the 3G and 4G versions of the phone will get Lollipop update .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3566S7OX5EJCJJOXYM4MFEDIA9F71B,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3Y54SXRO1MLHDYAW3GM9JW6MVHVTUX,A2UF2FRGVW4T89,Submitted,Sat Feb 22 15:56:20 PST 2020,Sat Feb 22 15:57:13 PST 2020,Tue Feb 25 15:57:13 PST 2020,,,,53,100% (1/1),0% (0/0),0% (0/0),"Woods confronts him , wanting to settle their conflict once and for all , but Peter and Brian lure him into an alley with a trail of Reese 's Pieces and trap him in a crate '' again '' .",James,"James Woods confronts him , wanting to settle their conflict once and for all , but Peter and Brian lure him into an alley with a trail of Reese 's Pieces and trap him in a crate '' again '' .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3MDKGGG61RNUO3M1HVJ4F6WH7HM6TK,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:22 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:22 PST 2020,,,3LS2AMNW5GQ98DY7QQG5FL3ATO8OQ1,A3P7M9666KJCP,Submitted,Sat Feb 22 15:49:35 PST 2020,Sat Feb 22 15:49:53 PST 2020,Tue Feb 25 15:49:53 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),A 1.7 km line connecting the former Rongos wharf in the Bicol River for construction purposes .,", dismantled after the completion of the Main Line South in 1938","A 1.7 km line connecting the former Rongos wharf in the Bicol River for construction purposes , dismantled after the completion of the Main Line South in 1938 .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3IYI9285WT0PQHZXFSI3Z01I516CJD,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3RSDURM96BMW5OC4NMU3NVCYOVKEYR,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 15:59:51 PST 2020,Sat Feb 22 16:00:44 PST 2020,Tue Feb 25 16:00:44 PST 2020,,,,53,0% (0/0),0% (0/0),0% (0/0),It is reputed that Manchester United 's goalkeeper Peter Schmeichel had to have counselling as a result of what he had seen .,", indeed mans leg was well and truly mash up , get me","It is reputed that Manchester United 's goalkeeper Peter Schmeichel had to have counselling as a result of what he had seen , indeed mans leg was well and truly mash up , get me .","Adding spammy, useless or derogatory content"
