,base_sentence,phrase,edited_sentence,label,base_tokens,phrase_tokens,edited_tokens,Final_Text
465,"he has published widely in journals and anthologies , edited imre lakatos 's collected works , and a recent volume on '' the ontology of science '' ",also,"he has also published widely in journals and anthologies , edited imre lakatos 's collected works , and a recent volume on '' the ontology of science '' ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['he', 'has', 'published', 'widely', 'in', 'journals', 'and', 'anthologies', ',', 'edited', 'imre', 'lakatos', ""'s"", 'collected', 'works', ',', 'and', 'a', 'recent', 'volume', 'on', ""''"", 'the', 'ontology', 'of', 'science', ""''"", '']",['also'],"['[cls]', 'he', 'has', '[ps]', 'also', '[pe]', 'published', 'widely', 'in', 'journals', 'and', 'anthologies', ',', 'edited', 'imre', 'lakatos', ""'s"", 'collected', 'works', ',', 'and', 'a', 'recent', 'volume', 'on', ""''"", 'the', 'ontology', 'of', 'science', ""''"", '[sep]']","[cls] he has [ps] also [pe] published widely in journals and anthologies , edited imre lakatos 's collected works , and a recent volume on '' the ontology of science '' [sep]"
466,"reilly was raised and still resides in battle creek , michigan , the cereal capital of the world ( a fact which prompted longtime baseball broadcaster ernie harwell to nickname him '' corn flakes reilly '' ) ",breakfast,"reilly was raised and still resides in battle creek , michigan , the breakfast cereal capital of the world ( a fact which prompted longtime baseball broadcaster ernie harwell to nickname him '' corn flakes reilly '' ) ","Adding spammy, useless or derogatory content","['reilly', 'was', 'raised', 'and', 'still', 'resides', 'in', 'battle', 'creek', ',', 'michigan', ',', 'the', 'cereal', 'capital', 'of', 'the', 'world', '(', 'a', 'fact', 'which', 'prompted', 'longtime', 'baseball', 'broadcaster', 'ernie', 'harwell', 'to', 'nickname', 'him', ""''"", 'corn', 'flakes', 'reilly', ""''"", ')', '']",['breakfast'],"['[cls]', 'reilly', 'was', 'raised', 'and', 'still', 'resides', 'in', 'battle', 'creek', ',', 'michigan', ',', 'the', '[ps]', 'breakfast', '[pe]', 'cereal', 'capital', 'of', 'the', 'world', '(', 'a', 'fact', 'which', 'prompted', 'longtime', 'baseball', 'broadcaster', 'ernie', 'harwell', 'to', 'nickname', 'him', ""''"", 'corn', 'flakes', 'reilly', ""''"", ')', '[sep]']","[cls] reilly was raised and still resides in battle creek , michigan , the [ps] breakfast [pe] cereal capital of the world ( a fact which prompted longtime baseball broadcaster ernie harwell to nickname him '' corn flakes reilly '' ) [sep]"
467,"adams played youth international football with the trinidad and tobago under - 17 team , participating in the 2007 fifa u- 17 world cup ",and was part of the u- 20 at 2009 fifa u- 20 world cup,"adams played youth international football with the trinidad and tobago under - 17 team , participating in the 2007 fifa u- 17 world cup and was part of the u- 20 at 2009 fifa u- 20 world cup ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['adams', 'played', 'youth', 'international', 'football', 'with', 'the', 'trinidad', 'and', 'tobago', 'under', '-', '17', 'team', ',', 'participating', 'in', 'the', '2007', 'fifa', 'u-', '17', 'world', 'cup', '']","['and', 'was', 'part', 'of', 'the', 'u-', '20', 'at', '2009', 'fifa', 'u-', '20', 'world', 'cup']","['[cls]', 'adams', 'played', 'youth', 'international', 'football', 'with', 'the', 'trinidad', '[ps]', 'and', 'tobago', 'under', '-', '17', 'team', ',', 'participating', 'in', 'the', '2007', 'fifa', 'u-', '17', 'world', 'cup', '[pe]', 'and', 'was', 'part', 'of', 'the', 'u-', '20', 'at', '2009', 'fifa', 'u-', '20', 'world', 'cup', '[sep]']","[cls] adams played youth international football with the trinidad [ps] and tobago under - 17 team , participating in the 2007 fifa u- 17 world cup [pe] and was part of the u- 20 at 2009 fifa u- 20 world cup [sep]"
468,"this is the fourth tour de france to contain stages in england ( after 1974 , 1994 and 2007 ) and the only edition to contain more than 2 stages in england ",out of the 21 stages with a total of 3656km,"this is the fourth tour de france to contain stages in england ( after 1974 , 1994 and 2007 ) and the only edition to contain more than 2 stages in england out of the 21 stages with a total of 3656km ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['this', 'is', 'the', 'fourth', 'tour', 'de', 'france', 'to', 'contain', 'stages', 'in', 'england', '(', 'after', '1974', ',', '1994', 'and', '2007', ')', 'and', 'the', 'only', 'edition', 'to', 'contain', 'more', 'than', '2', 'stages', 'in', 'england', '']","['out', 'of', 'the', '21', 'stages', 'with', 'a', 'total', 'of', '3656km']","['[cls]', 'this', 'is', 'the', 'fourth', 'tour', 'de', 'france', 'to', 'contain', 'stages', 'in', 'england', '(', 'after', '1974', ',', '1994', 'and', '2007', ')', 'and', 'the', 'only', 'edition', 'to', 'contain', 'more', 'than', '2', 'stages', 'in', 'england', '[ps]', 'out', 'of', 'the', '21', 'stages', 'with', 'a', 'total', 'of', '3656km', '[pe]', '[sep]']","[cls] this is the fourth tour de france to contain stages in england ( after 1974 , 1994 and 2007 ) and the only edition to contain more than 2 stages in england [ps] out of the 21 stages with a total of 3656km [pe] [sep]"
469,studies have shown opioids to be safe when they are used correctly ,and in the ways that are well understood,studies have shown opioids to be safe when they are used correctly and in the ways that are well understood ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['studies', 'have', 'shown', 'opioids', 'to', 'be', 'safe', 'when', 'they', 'are', 'used', 'correctly', '']","['and', 'in', 'the', 'ways', 'that', 'are', 'well', 'understood']","['[cls]', 'studies', 'have', 'shown', 'opioids', 'to', 'be', 'safe', 'when', 'they', 'are', 'used', 'correctly', '[ps]', 'and', 'in', 'the', 'ways', 'that', 'are', 'well', 'understood', '[pe]', '[sep]']",[cls] studies have shown opioids to be safe when they are used correctly [ps] and in the ways that are well understood [pe] [sep]
470,"william elliott ( june 4 , 1934 -- september 30 , 1983 ) was an african american actor and musician ",david,"william david elliott ( june 4 , 1934 -- september 30 , 1983 ) was an african american actor and musician ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['william', 'elliott', '(', 'june', '4', ',', '1934', '--', 'september', '30', ',', '1983', ')', 'was', 'an', 'african', 'american', 'actor', 'and', 'musician', '']",['david'],"['[cls]', 'william', '[ps]', 'david', '[pe]', 'elliott', '(', 'june', '4', ',', '1934', '--', 'september', '30', ',', '1983', ')', 'was', 'an', 'african', 'american', 'actor', 'and', 'musician', '[sep]']","[cls] william [ps] david [pe] elliott ( june 4 , 1934 -- september 30 , 1983 ) was an african american actor and musician [sep]"
471,she is also working with prem joshua and band for their new album luminous secrets ,his,she is also working with prem joshua and his band for their new album luminous secrets ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['she', 'is', 'also', 'working', 'with', 'prem', 'joshua', 'and', 'band', 'for', 'their', 'new', 'album', 'luminous', 'secrets', '']",['his'],"['[cls]', 'she', 'is', 'also', 'working', 'with', 'prem', 'joshua', 'and', '[ps]', 'his', '[pe]', 'band', 'for', 'their', 'new', 'album', 'luminous', 'secrets', '[sep]']",[cls] she is also working with prem joshua and [ps] his [pe] band for their new album luminous secrets [sep]
472,gavril radomir was unable to interfere and could only watch the course of the events from the nearby lake ostrovo ,did not have enough forces and,gavril radomir did not have enough forces and was unable to interfere and could only watch the course of the events from the nearby lake ostrovo ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['gavril', 'radomir', 'was', 'unable', 'to', 'interfere', 'and', 'could', 'only', 'watch', 'the', 'course', 'of', 'the', 'events', 'from', 'the', 'nearby', 'lake', 'ostrovo', '']","['did', 'not', 'have', 'enough', 'forces', 'and']","['[cls]', 'gavril', 'radomir', '[ps]', 'did', 'not', 'have', 'enough', 'forces', 'and', '[pe]', 'was', 'unable', 'to', 'interfere', 'and', 'could', 'only', 'watch', 'the', 'course', 'of', 'the', 'events', 'from', 'the', 'nearby', 'lake', 'ostrovo', '[sep]']",[cls] gavril radomir [ps] did not have enough forces and [pe] was unable to interfere and could only watch the course of the events from the nearby lake ostrovo [sep]
473,"others have drawn the opposite conclusion , ie , that as an apostle , he would not have made such a claim on his own behalf ",luke 6:16 acts 1:13 john 14:22,"luke 6:16 acts 1:13 john 14:22 others have drawn the opposite conclusion , ie , that as an apostle , he would not have made such a claim on his own behalf ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['others', 'have', 'drawn', 'the', 'opposite', 'conclusion', ',', 'ie', ',', 'that', 'as', 'an', 'apostle', ',', 'he', 'would', 'not', 'have', 'made', 'such', 'a', 'claim', 'on', 'his', 'own', 'behalf', '']","['luke', '6:16', 'acts', '1:13', 'john', '14:22']","['[cls]', '[ps]', 'luke', '6:16', 'acts', '1:13', 'john', '14:22', '[pe]', 'others', 'have', 'drawn', 'the', 'opposite', 'conclusion', ',', 'ie', ',', 'that', 'as', 'an', 'apostle', ',', 'he', 'would', 'not', 'have', 'made', 'such', 'a', 'claim', 'on', 'his', 'own', 'behalf', '[sep]']","[cls] [ps] luke 6:16 acts 1:13 john 14:22 [pe] others have drawn the opposite conclusion , ie , that as an apostle , he would not have made such a claim on his own behalf [sep]"
474,"for explosive events ( sprints up to 400 metres , long jump , triple jump ) the reduction in pressure means there is less resistance from the atmosphere and the athlete 's performance will generally be better at high altitude ",atmospheric,"for explosive events ( sprints up to 400 metres , long jump , triple jump ) the reduction in atmospheric pressure means there is less resistance from the atmosphere and the athlete 's performance will generally be better at high altitude ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['for', 'explosive', 'events', '(', 'sprints', 'up', 'to', '400', 'metres', ',', 'long', 'jump', ',', 'triple', 'jump', ')', 'the', 'reduction', 'in', 'pressure', 'means', 'there', 'is', 'less', 'resistance', 'from', 'the', 'atmosphere', 'and', 'the', 'athlete', ""'s"", 'performance', 'will', 'generally', 'be', 'better', 'at', 'high', 'altitude', '']",['atmospheric'],"['[cls]', 'for', 'explosive', 'events', '(', 'sprints', 'up', 'to', '400', 'metres', ',', 'long', 'jump', ',', 'triple', 'jump', ')', 'the', 'reduction', 'in', '[ps]', 'atmospheric', '[pe]', 'pressure', 'means', 'there', 'is', 'less', 'resistance', 'from', 'the', 'atmosphere', 'and', 'the', 'athlete', ""'s"", 'performance', 'will', 'generally', 'be', 'better', 'at', 'high', 'altitude', '[sep]']","[cls] for explosive events ( sprints up to 400 metres , long jump , triple jump ) the reduction in [ps] atmospheric [pe] pressure means there is less resistance from the atmosphere and the athlete 's performance will generally be better at high altitude [sep]"
475,synagogues in volos and corfu as well as the jewish cemetery in athens were vandalized ,"according to the american jewish committee ,","according to the american jewish committee , synagogues in volos and corfu as well as the jewish cemetery in athens were vandalized ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['synagogues', 'in', 'volos', 'and', 'corfu', 'as', 'well', 'as', 'the', 'jewish', 'cemetery', 'in', 'athens', 'were', 'vandalized', '']","['according', 'to', 'the', 'american', 'jewish', 'committee', ',']","['[cls]', '[ps]', 'according', 'to', 'the', 'american', 'jewish', 'committee', ',', '[pe]', 'synagogues', 'in', 'volos', 'and', 'corfu', 'as', 'well', 'as', 'the', 'jewish', 'cemetery', 'in', 'athens', 'were', 'vandalized', '[sep]']","[cls] [ps] according to the american jewish committee , [pe] synagogues in volos and corfu as well as the jewish cemetery in athens were vandalized [sep]"
476,an oddity is in the 1930s a disney strip was done outside the purview of the strip dept for a national audience ,seemingly,an oddity is in the 1930s a disney strip was done seemingly outside the purview of the strip dept for a national audience ,Other,"['an', 'oddity', 'is', 'in', 'the', '1930s', 'a', 'disney', 'strip', 'was', 'done', 'outside', 'the', 'purview', 'of', 'the', 'strip', 'dept', 'for', 'a', 'national', 'audience', '']",['seemingly'],"['[cls]', 'an', 'oddity', 'is', 'in', 'the', '1930s', 'a', 'disney', 'strip', 'was', 'done', '[ps]', 'seemingly', '[pe]', 'outside', 'the', 'purview', 'of', 'the', 'strip', 'dept', 'for', 'a', 'national', 'audience', '[sep]']",[cls] an oddity is in the 1930s a disney strip was done [ps] seemingly [pe] outside the purview of the strip dept for a national audience [sep]
477,"four years later he became member of the national '' seniors '' team , but had to leave it because of time reasons ",a,"four years later he became a member of the national '' seniors '' team , but had to leave it because of time reasons ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['four', 'years', 'later', 'he', 'became', 'member', 'of', 'the', 'national', ""''"", 'seniors', ""''"", 'team', ',', 'but', 'had', 'to', 'leave', 'it', 'because', 'of', 'time', 'reasons', '']",['a'],"['[cls]', 'four', 'years', 'later', 'he', 'became', '[ps]', 'a', '[pe]', 'member', 'of', 'the', 'national', ""''"", 'seniors', ""''"", 'team', ',', 'but', 'had', 'to', 'leave', 'it', 'because', 'of', 'time', 'reasons', '[sep]']","[cls] four years later he became [ps] a [pe] member of the national '' seniors '' team , but had to leave it because of time reasons [sep]"
478,one of the primary reasons at&t chose to spin off its equipment manufacturing business was to permit it to profit from sales to competing telecommunications providers ; these customers had previously shown reluctance to purchase from a direct competitor ,corporation,one of the primary reasons at&t corporation chose to spin off its equipment manufacturing business was to permit it to profit from sales to competing telecommunications providers ; these customers had previously shown reluctance to purchase from a direct competitor ,"Adding spammy, useless or derogatory content","['one', 'of', 'the', 'primary', 'reasons', 'at&t', 'chose', 'to', 'spin', 'off', 'its', 'equipment', 'manufacturing', 'business', 'was', 'to', 'permit', 'it', 'to', 'profit', 'from', 'sales', 'to', 'competing', 'telecommunications', 'providers', ';', 'these', 'customers', 'had', 'previously', 'shown', 'reluctance', 'to', 'purchase', 'from', 'a', 'direct', 'competitor', '']",['corporation'],"['[cls]', 'one', 'of', 'the', 'primary', 'reasons', 'at&t', '[ps]', 'corporation', '[pe]', 'chose', 'to', 'spin', 'off', 'its', 'equipment', 'manufacturing', 'business', 'was', 'to', 'permit', 'it', 'to', 'profit', 'from', 'sales', 'to', 'competing', 'telecommunications', 'providers', ';', 'these', 'customers', 'had', 'previously', 'shown', 'reluctance', 'to', 'purchase', 'from', 'a', 'direct', 'competitor', '[sep]']",[cls] one of the primary reasons at&t [ps] corporation [pe] chose to spin off its equipment manufacturing business was to permit it to profit from sales to competing telecommunications providers ; these customers had previously shown reluctance to purchase from a direct competitor [sep]
