,base_sentence,phrase,edited_sentence,label,base_tokens,phrase_tokens,edited_tokens,Final_Text
395,prisons chief main uddin khandaker then said that all preparations had been made and that mollah 's family had been asked to meet him prior to the execution ,quader,prisons chief main uddin khandaker then said that all preparations had been made and that quader mollah 's family had been asked to meet him prior to the execution ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['prisons', 'chief', 'main', 'uddin', 'khandaker', 'then', 'said', 'that', 'all', 'preparations', 'had', 'been', 'made', 'and', 'that', 'mollah', ""'s"", 'family', 'had', 'been', 'asked', 'to', 'meet', 'him', 'prior', 'to', 'the', 'execution', '']",['quader'],"['prisons', 'chief', 'main', 'uddin', 'khandaker', 'then', 'said', 'that', 'all', 'preparations', 'had', 'been', 'made', 'and', 'that', 'quader', 'mollah', ""'s"", 'family', 'had', 'been', 'asked', 'to', 'meet', 'him', 'prior', 'to', 'the', 'execution', '']",
396,in 2002 leelaunau county and a small section of north - west grand traverse county were the only areas gerrymandered into to the 4th that had not been in the old 10th ,from the 1st and other districts,in 2002 leelaunau county and a small section of north - west grand traverse county were the only areas gerrymandered from the 1st and other districts into to the 4th that had not been in the old 10th ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['in', '2002', 'leelaunau', 'county', 'and', 'a', 'small', 'section', 'of', 'north', '-', 'west', 'grand', 'traverse', 'county', 'were', 'the', 'only', 'areas', 'gerrymandered', 'into', 'to', 'the', '4th', 'that', 'had', 'not', 'been', 'in', 'the', 'old', '10th', '']","['from', 'the', '1st', 'and', 'other', 'districts']","['in', '2002', 'leelaunau', 'county', 'and', 'a', 'small', 'section', 'of', 'north', '-', 'west', 'grand', 'traverse', 'county', 'were', 'the', 'only', 'areas', 'gerrymandered', 'from', 'the', '1st', 'and', 'other', 'districts', 'into', 'to', 'the', '4th', 'that', 'had', 'not', 'been', 'in', 'the', 'old', '10th', '']",
397,introduced support for mac os x added support for cc25x and msp432 ( the introductory mac version supports only msp devices ) ,beta,introduced beta support for mac os x added support for cc25x and msp432 ( the introductory mac version supports only msp devices ) ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['introduced', 'support', 'for', 'mac', 'os', 'x', 'added', 'support', 'for', 'cc25x', 'and', 'msp432', '(', 'the', 'introductory', 'mac', 'version', 'supports', 'only', 'msp', 'devices', ')', '']",['beta'],"['introduced', 'beta', 'support', 'for', 'mac', 'os', 'x', 'added', 'support', 'for', 'cc25x', 'and', 'msp432', '(', 'the', 'introductory', 'mac', 'version', 'supports', 'only', 'msp', 'devices', ')', '']",
398,these snails are part of the fauna of the hydrothermal vents ,in indian ocean,these snails are part of the fauna of the hydrothermal vents in indian ocean ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['these', 'snails', 'are', 'part', 'of', 'the', 'fauna', 'of', 'the', 'hydrothermal', 'vents', '']","['in', 'indian', 'ocean']","['these', 'snails', 'are', 'part', 'of', 'the', 'fauna', 'of', 'the', 'hydrothermal', 'vents', 'in', 'indian', 'ocean', '']",
399,panasonic is a producer of bicycles and cycling accessories ,"cycle technology co , ltd","panasonic cycle technology co , ltd is a producer of bicycles and cycling accessories ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['panasonic', 'is', 'a', 'producer', 'of', 'bicycles', 'and', 'cycling', 'accessories', '']","['cycle', 'technology', 'co', ',', 'ltd']","['panasonic', 'cycle', 'technology', 'co', ',', 'ltd', 'is', 'a', 'producer', 'of', 'bicycles', 'and', 'cycling', 'accessories', '']",
400,june carries refreshments to ward and the boys as they garden in the front yard ,"in the opening titles ,","in the opening titles , june carries refreshments to ward and the boys as they garden in the front yard ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['june', 'carries', 'refreshments', 'to', 'ward', 'and', 'the', 'boys', 'as', 'they', 'garden', 'in', 'the', 'front', 'yard', '']","['in', 'the', 'opening', 'titles', ',']","['in', 'the', 'opening', 'titles', ',', 'june', 'carries', 'refreshments', 'to', 'ward', 'and', 'the', 'boys', 'as', 'they', 'garden', 'in', 'the', 'front', 'yard', '']",
401,"he has testified as an expert witness in psychology , law , and scientific methodology in federal and state courts ",multiple,"he has testified as an expert witness in psychology , law , and scientific methodology in multiple federal and state courts ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['he', 'has', 'testified', 'as', 'an', 'expert', 'witness', 'in', 'psychology', ',', 'law', ',', 'and', 'scientific', 'methodology', 'in', 'federal', 'and', 'state', 'courts', '']",['multiple'],"['he', 'has', 'testified', 'as', 'an', 'expert', 'witness', 'in', 'psychology', ',', 'law', ',', 'and', 'scientific', 'methodology', 'in', 'multiple', 'federal', 'and', 'state', 'courts', '']",
402,this was one day prior to the day the former labor government entered caretaker mode ,prior to the 2012 election,this was one day prior to the day the former labor government entered caretaker mode prior to the 2012 election ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['this', 'was', 'one', 'day', 'prior', 'to', 'the', 'day', 'the', 'former', 'labor', 'government', 'entered', 'caretaker', 'mode', '']","['prior', 'to', 'the', '2012', 'election']","['this', 'was', 'one', 'day', 'prior', 'to', 'the', 'day', 'the', 'former', 'labor', 'government', 'entered', 'caretaker', 'mode', 'prior', 'to', 'the', '2012', 'election', '']",
403,foxdenton is a semi rural locality in chadderton in greater manchester ,"the metropolitan borough of oldham ,","foxdenton is a semi rural locality in chadderton in the metropolitan borough of oldham , greater manchester ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['foxdenton', 'is', 'a', 'semi', 'rural', 'locality', 'in', 'chadderton', 'in', 'greater', 'manchester', '']","['the', 'metropolitan', 'borough', 'of', 'oldham', ',']","['foxdenton', 'is', 'a', 'semi', 'rural', 'locality', 'in', 'chadderton', 'in', 'the', 'metropolitan', 'borough', 'of', 'oldham', ',', 'greater', 'manchester', '']",
404,"noel purchased the rights to the product concept , and by 1985 travel guard was operating out of the basement of noel 's home ","worked with travel agents on its development ,","noel purchased the rights to the product concept , worked with travel agents on its development , and by 1985 travel guard was operating out of the basement of noel 's home ",Other,"['noel', 'purchased', 'the', 'rights', 'to', 'the', 'product', 'concept', ',', 'and', 'by', '1985', 'travel', 'guard', 'was', 'operating', 'out', 'of', 'the', 'basement', 'of', 'noel', ""'s"", 'home', '']","['worked', 'with', 'travel', 'agents', 'on', 'its', 'development', ',']","['noel', 'purchased', 'the', 'rights', 'to', 'the', 'product', 'concept', ',', 'worked', 'with', 'travel', 'agents', 'on', 'its', 'development', ',', 'and', 'by', '1985', 'travel', 'guard', 'was', 'operating', 'out', 'of', 'the', 'basement', 'of', 'noel', ""'s"", 'home', '']",
405,"their second single '' where the boys at ? '' which was written by fellow young artists lil will and trevante was released on june 12 , 2012 ",", they also released their single '' lover boy ''","their second single '' where the boys at ? '' which was written by fellow young artists lil will and trevante was released on june 12 , 2012 , they also released their single '' lover boy '' ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['their', 'second', 'single', ""''"", 'where', 'the', 'boys', 'at', '?', ""''"", 'which', 'was', 'written', 'by', 'fellow', 'young', 'artists', 'lil', 'will', 'and', 'trevante', 'was', 'released', 'on', 'june', '12', ',', '2012', '']","[',', 'they', 'also', 'released', 'their', 'single', ""''"", 'lover', 'boy', ""''""]","['their', 'second', 'single', ""''"", 'where', 'the', 'boys', 'at', '?', ""''"", 'which', 'was', 'written', 'by', 'fellow', 'young', 'artists', 'lil', 'will', 'and', 'trevante', 'was', 'released', 'on', 'june', '12', ',', '2012', ',', 'they', 'also', 'released', 'their', 'single', ""''"", 'lover', 'boy', ""''"", '']",
406,"apart from borgatti , famous cheniers in the period between the opera 's premiere and the outbreak of world war ii included francesco tamagno , giovanni martinelli , beniamino gigli , giacomo lauri - volpi and antonio cortis ","zeanatello , giovanni","apart from borgatti , famous cheniers in the period between the opera 's premiere and the outbreak of world war ii included francesco tamagno , giovanni zeanatello , giovanni martinelli , beniamino gigli , giacomo lauri - volpi and antonio cortis ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['apart', 'from', 'borgatti', ',', 'famous', 'cheniers', 'in', 'the', 'period', 'between', 'the', 'opera', ""'s"", 'premiere', 'and', 'the', 'outbreak', 'of', 'world', 'war', 'ii', 'included', 'francesco', 'tamagno', ',', 'giovanni', 'martinelli', ',', 'beniamino', 'gigli', ',', 'giacomo', 'lauri', '-', 'volpi', 'and', 'antonio', 'cortis', '']","['zeanatello', ',', 'giovanni']","['apart', 'from', 'borgatti', ',', 'famous', 'cheniers', 'in', 'the', 'period', 'between', 'the', 'opera', ""'s"", 'premiere', 'and', 'the', 'outbreak', 'of', 'world', 'war', 'ii', 'included', 'francesco', 'tamagno', ',', 'giovanni', 'zeanatello', ',', 'giovanni', 'martinelli', ',', 'beniamino', 'gigli', ',', 'giacomo', 'lauri', '-', 'volpi', 'and', 'antonio', 'cortis', '']",
407,this is one of several hitchcock movies with a music score by bernard herrmann and features a memorable opening title sequence by graphic designer saul bass ,freaks,this is one of freaks several hitchcock movies with a music score by bernard herrmann and features a memorable opening title sequence by graphic designer saul bass ,"Adding spammy, useless or derogatory content","['this', 'is', 'one', 'of', 'several', 'hitchcock', 'movies', 'with', 'a', 'music', 'score', 'by', 'bernard', 'herrmann', 'and', 'features', 'a', 'memorable', 'opening', 'title', 'sequence', 'by', 'graphic', 'designer', 'saul', 'bass', '']",['freaks'],"['this', 'is', 'one', 'of', 'freaks', 'several', 'hitchcock', 'movies', 'with', 'a', 'music', 'score', 'by', 'bernard', 'herrmann', 'and', 'features', 'a', 'memorable', 'opening', 'title', 'sequence', 'by', 'graphic', 'designer', 'saul', 'bass', '']",
408,most of the time these pieces were in d major ( for maximizing open - string resonance on string instruments ) ,", opening and ending with a '' fast '' movement , with a slow movement in the middle","most of the time these pieces were in d major ( for maximizing open - string resonance on string instruments ) , opening and ending with a '' fast '' movement , with a slow movement in the middle ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['most', 'of', 'the', 'time', 'these', 'pieces', 'were', 'in', 'd', 'major', '(', 'for', 'maximizing', 'open', '-', 'string', 'resonance', 'on', 'string', 'instruments', ')', '']","[',', 'opening', 'and', 'ending', 'with', 'a', ""''"", 'fast', ""''"", 'movement', ',', 'with', 'a', 'slow', 'movement', 'in', 'the', 'middle']","['most', 'of', 'the', 'time', 'these', 'pieces', 'were', 'in', 'd', 'major', '(', 'for', 'maximizing', 'open', '-', 'string', 'resonance', 'on', 'string', 'instruments', ')', ',', 'opening', 'and', 'ending', 'with', 'a', ""''"", 'fast', ""''"", 'movement', ',', 'with', 'a', 'slow', 'movement', 'in', 'the', 'middle', '']",
409,"prior to the 1968 summer olympics , caskavska lost her training facility ",due to the soviet - led invasion of czechoslovakia,"prior to the 1968 summer olympics , caskavska lost her training facility due to the soviet - led invasion of czechoslovakia ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['prior', 'to', 'the', '1968', 'summer', 'olympics', ',', 'caskavska', 'lost', 'her', 'training', 'facility', '']","['due', 'to', 'the', 'soviet', '-', 'led', 'invasion', 'of', 'czechoslovakia']","['prior', 'to', 'the', '1968', 'summer', 'olympics', ',', 'caskavska', 'lost', 'her', 'training', 'facility', 'due', 'to', 'the', 'soviet', '-', 'led', 'invasion', 'of', 'czechoslovakia', '']",
410,"craig mack ( born september 3 , 1971 ) is an american rapper who debuted on puff daddy 's bad boy entertainment record label ","in brentwood , long island , new york","craig mack ( born september 3 , 1971 in brentwood , long island , new york ) is an american rapper who debuted on puff daddy 's bad boy entertainment record label ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['craig', 'mack', '(', 'born', 'september', '3', ',', '1971', ')', 'is', 'an', 'american', 'rapper', 'who', 'debuted', 'on', 'puff', 'daddy', ""'s"", 'bad', 'boy', 'entertainment', 'record', 'label', '']","['in', 'brentwood', ',', 'long', 'island', ',', 'new', 'york']","['craig', 'mack', '(', 'born', 'september', '3', ',', '1971', 'in', 'brentwood', ',', 'long', 'island', ',', 'new', 'york', ')', 'is', 'an', 'american', 'rapper', 'who', 'debuted', 'on', 'puff', 'daddy', ""'s"", 'bad', 'boy', 'entertainment', 'record', 'label', '']",
411,"currently , the us team is the best in the world and is the reigning olympic team champion , with the fierce five ",team later named the,"currently , the us team is the best in the world and is the reigning olympic team champion , with the team later named the fierce five ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['currently', ',', 'the', 'us', 'team', 'is', 'the', 'best', 'in', 'the', 'world', 'and', 'is', 'the', 'reigning', 'olympic', 'team', 'champion', ',', 'with', 'the', 'fierce', 'five', '']","['team', 'later', 'named', 'the']","['currently', ',', 'the', 'us', 'team', 'is', 'the', 'best', 'in', 'the', 'world', 'and', 'is', 'the', 'reigning', 'olympic', 'team', 'champion', ',', 'with', 'the', 'team', 'later', 'named', 'the', 'fierce', 'five', '']",
